member,bill_label,evidence_ref,filing_uuid,filing_year,filing_period,dt_posted,description_excerpt,lda_url
Fitzgerald,Expanding Access to Lending Options Act,E5,aa11bc45-472a-4514-85c6-a2dfcfd9b8d0,2025,3rd Quarter (July 1 - Sep 30),2025-10-14T11:01:29-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/aa11bc45-472a-4514-85c6-a2dfcfd9b8d0/print/
Fitzgerald,Expanding Access to Lending Options Act,E5,43e75f1f-32fe-40a2-92ee-b70fe92b74b7,2025,4th Quarter (Oct 1 - Dec 31),2026-01-12T15:01:24-05:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/43e75f1f-32fe-40a2-92ee-b70fe92b74b7/print/
Fitzgerald,Expanding Access to Lending Options Act,E5,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34,2024,1st Quarter (Jan 1 - Mar 31),2024-04-22T16:14:56-04:00,Credit Card Interchange Fees - S. 1838 and H.R. 3881 - Credit Card Competition Act of 2023 Credit Union Loan Maturity Issues Issues related to access to financial services Credit Union Field of Membership issues Issues related to Credit Union Member Business Lending Caps S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Refor,https://lda.gov/filings/public/filing/8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34,2024,1st Quarter (Jan 1 - Mar 31),2024-04-22T16:14:56-04:00,Credit Union Member Business Lending Caps SBA 7(a) Loan Program S. 3992 Protecting Access to Credit for Small Businesses Act,https://lda.gov/filings/public/filing/8ba5c3c0-1c2c-4a61-9527-dcd2c3349b34/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,9e0c0efd-ced7-4062-bb8a-1b57566a7dd2,2024,1st Quarter (Jan 1 - Mar 31),2024-04-23T16:19:02-04:00,Credit Card Interchange Fees - S. 1838 and H.R. 3881 - Credit Card Competition Act of 2023 Credit Union Loan Maturity Issues Issues related to access to financial services Credit Union Field of Membership issues Issues related to Credit Union Member Business Lending Caps S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Refor,https://lda.gov/filings/public/filing/9e0c0efd-ced7-4062-bb8a-1b57566a7dd2/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,9e0c0efd-ced7-4062-bb8a-1b57566a7dd2,2024,1st Quarter (Jan 1 - Mar 31),2024-04-23T16:19:02-04:00,Credit Union Member Business Lending Caps SBA 7(a) Loan Program S. 3992 Protecting Access to Credit for Small Businesses Act,https://lda.gov/filings/public/filing/9e0c0efd-ced7-4062-bb8a-1b57566a7dd2/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,095ef7e4-c23a-44a4-a6dc-34bfff64471b,2024,2nd Quarter (Apr 1 - June 30),2024-07-22T15:47:59-04:00,Credit Union Loan Maturity Issues Credit Union Field of Membership issues S. 539 - Veterans Member Business Loan Act H.R. 4867 - Veterans Member Business Loan Act Issues related to housing Finance Reform Financial Services Regulatory Relief issues Issues related to consumer financial protection Issues related to Digital Assets Credit Union Tax Status Issues related to National Credit Union Adminis,https://lda.gov/filings/public/filing/095ef7e4-c23a-44a4-a6dc-34bfff64471b/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,095ef7e4-c23a-44a4-a6dc-34bfff64471b,2024,2nd Quarter (Apr 1 - June 30),2024-07-22T15:47:59-04:00,Credit Union Member Business Lending Caps SBA 7(a) Loan Program S. 3992 Protecting Access to Credit for Small Businesses Act Oppose SBA direct lending,https://lda.gov/filings/public/filing/095ef7e4-c23a-44a4-a6dc-34bfff64471b/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,591f1092-6c0e-449d-b208-db36e0930ada,2024,3rd Quarter (July 1 - Sep 30),2024-10-18T10:56:07-04:00,Credit Union Member Business Lending Caps Issues related to SBA 7(a) Loan Program Support Protecting Access to Credit for Small Businesses Act (S. 3992) Oppose SBA direct lending,https://lda.gov/filings/public/filing/591f1092-6c0e-449d-b208-db36e0930ada/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,175207dd-65b8-4658-bd0b-912a786737e6,2024,4th Quarter (Oct 1 - Dec 31),2025-01-16T12:26:15-05:00,Credit Union Member Business Lending Caps Issues related to SBA 7(a) Loan Program Support Protecting Access to Credit for Small Businesses Act (S. 3992) Oppose SBA direct lending,https://lda.gov/filings/public/filing/175207dd-65b8-4658-bd0b-912a786737e6/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,aa11bc45-472a-4514-85c6-a2dfcfd9b8d0,2025,3rd Quarter (July 1 - Sep 30),2025-10-14T11:01:29-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/aa11bc45-472a-4514-85c6-a2dfcfd9b8d0/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,43e75f1f-32fe-40a2-92ee-b70fe92b74b7,2025,4th Quarter (Oct 1 - Dec 31),2026-01-12T15:01:24-05:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 144 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/43e75f1f-32fe-40a2-92ee-b70fe92b74b7/print/
Budd,Protecting Access to Credit for Small Businesses Act (shared w/ Cramer/Scott),E6,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Beatty,"Fair Hiring in Banking Act (NEGATIVE RESULT -- zero matches, see E7)",E7,,,,,NO MATCHES,
Beatty,Advancing the Mentor-Protege Program for Small Financial Institutions Act,E7-correction,93c9dba6-1595-4335-aecb-7d63567571c4,2026,1st Quarter (Jan 1 - Mar 31),2026-04-14T10:06:48-04:00,Protect the credit union tax exemption Support legislation and regulation that advance credit unions and their over 145 million members Support regulatory relief for credit unions Support holistic evaluation of regulatory burden on credit unions Support credit union field of membership expansion and modernization Support regulator- and bank-approved credit union-bank mergers Support financial incl,https://lda.gov/filings/public/filing/93c9dba6-1595-4335-aecb-7d63567571c4/print/
Vargas,Credit Union Board Modernization Act,E8,9cc0cbde-933f-45e6-96a0-7dc27424380c,2022,1st Quarter (Jan 1 - Mar 31),2022-04-20T10:35:15-04:00,Issues related to Federal Credit Union Charter Modernization Issues related to credit union operations Issues related to credit union field of membership Issues related to credit union service organization Issues related to NCUA's low income designation regulation Issues related to NCUA examination procedures Issues related to NCUA's regulation regarding liquidity Issues related to NCUA's rulemaki,https://lda.gov/filings/public/filing/9cc0cbde-933f-45e6-96a0-7dc27424380c/print/
Vargas,Credit Union Board Modernization Act,E8,25721fc4-1f04-4ca3-8605-505c358be92b,2022,2nd Quarter (Apr 1 - June 30),2022-07-19T21:05:21-04:00,Issues related to Federal Credit Union Charter Modernization Issues related to credit union operations Issues related to credit union field of membership Issues related to credit union service organization Issues related to NCUA's low income designation regulation Issues related to NCUA examination procedures Issues related to NCUA's regulation regarding liquidity Issues related to NCUA's rulemaki,https://lda.gov/filings/public/filing/25721fc4-1f04-4ca3-8605-505c358be92b/print/
Vargas,Credit Union Board Modernization Act,E8,e6a684ee-1be1-401b-8b68-c98cbf26cde5,2022,3rd Quarter (July 1 - Sep 30),2022-10-19T11:54:28-04:00,Issues related to Federal Credit Union Charter Modernization Issues related to credit union operations Issues related to credit union field of membership Issues related to credit union service organization Issues related to NCUA's low income designation regulation Issues related to NCUA examination procedures Issues related to NCUA's regulation regarding liquidity Issues related to NCUA's rulemaki,https://lda.gov/filings/public/filing/e6a684ee-1be1-401b-8b68-c98cbf26cde5/print/
Vargas,Credit Union Board Modernization Act,E8,be44faac-306d-4b19-b0b0-c540d9e65715,2022,4th Quarter (Oct 1 - Dec 31),2023-01-20T12:09:10-05:00,Issues related to Federal Credit Union Charter Modernization Issues related to credit union operations Issues related to credit union field of membership Issues related to credit union service organization Issues related to NCUA's low income designation regulation Issues related to NCUA examination procedures Issues related to NCUA's regulation regarding liquidity Issues related to NCUA's rulemaki,https://lda.gov/filings/public/filing/be44faac-306d-4b19-b0b0-c540d9e65715/print/
Vargas,Credit Union Board Modernization Act,E8,67b5c440-8621-488d-94ae-c02668f9e295,2023,1st Quarter (Jan 1 - Mar 31),2023-04-20T10:20:47-04:00,Credit Union Tax Status and the Unrelated Business Income Tax Foreign Account Tax Compliance Act House and Senate Appropriations Committee regarding the Community Development Financial Institutions Fund and the Community Development Revolving Loan Fund Overdraft protection legislation Financial Services Regulatory Relief Issues National Credit Union Administration examination procedures Issues rel,https://lda.gov/filings/public/filing/67b5c440-8621-488d-94ae-c02668f9e295/print/
Vargas,Credit Union Board Modernization Act,E8,cedbd775-4c61-44f8-8092-1189c0bca271,2023,2nd Quarter (Apr 1 - June 30),2023-07-20T19:03:32-04:00,Issues related Credit Union Service Organizations Credit Card Interchange Fees - S1838 and HR 3881 Issues related to management and operation of Credit Unions CDFI Related issues Credit Union Tax Status Credit Union Field of Membership issues Credit Union Deposit Insurance Issues and premium assessments and Share Insurance Fund Housing Finance Reform Issues related to Credit Union Member Business ,https://lda.gov/filings/public/filing/cedbd775-4c61-44f8-8092-1189c0bca271/print/
Vargas,Credit Union Board Modernization Act,E8,14338b9a-1411-4d21-b369-42e198f59be4,2023,2nd Quarter (Apr 1 - June 30),2023-07-25T17:18:53-04:00,Issues related Credit Union Service Organizations Credit Card Interchange Fees - S1838 and HR 3881 - Credit Card Competition Act Issues related to management and operation of Credit Unions CDFI Related issues Credit Union Tax Status Credit Union Field of Membership issues Credit Union Deposit Insurance Issues and premium assessments and Share Insurance Fund Housing Finance Reform Issues related to,https://lda.gov/filings/public/filing/14338b9a-1411-4d21-b369-42e198f59be4/print/
Vargas,Credit Union Board Modernization Act,E8,5b20c9fa-6b7b-4716-899c-f83c5b7273fd,2023,2nd Quarter (Apr 1 - June 30),2024-01-22T12:40:00-05:00,Issues related Credit Union Service Organizations Issues related to Regulatory Relief Credit Card Interchange Fees - S1838 and HR 3881 - Credit Card Competition Act Issues related to management and operation of Credit Unions CDFI Related issues Credit Union Tax Status Credit Union Field of Membership issues Credit Union Deposit Insurance Issues and premium assessments and Share Insurance Fund Hous,https://lda.gov/filings/public/filing/5b20c9fa-6b7b-4716-899c-f83c5b7273fd/print/
Vargas,Credit Union Board Modernization Act,E8,137e9b45-97e5-4ae3-a1c2-21e79f200a78,2023,3rd Quarter (July 1 - Sep 30),2023-10-19T14:57:28-04:00,Issues related to Credit Union Service Organizations Credit Card Interchange Fees - S. 1838 and H.R. 3881 - Credit Card Competition Act of 2023 Issues related to management and operation of Credit Unions CDFI Related issues Credit Union Tax Status Credit Union Field of Membership issues Credit Union Deposit Insurance Issues and Premium Assessments and Share Insurance Fund Housing Finance Reform Is,https://lda.gov/filings/public/filing/137e9b45-97e5-4ae3-a1c2-21e79f200a78/print/
